orderID,tot_visits,tot_visitOrder,time_lastVisit,avgTime_visit,var_visit,medianTime_visit,maxTime_visit,minTime_visit,avgTime_recd_order,avgTime_order,batchTimesReceived,batchCountReceived,couponSwitch
1,10,1,,1824.83703703704,1069951.29070795,1682.43888888889,3430.65833333333,1.37222222222222,582.070277777778,14.4,1,1,FALSE
2,3,1,,4706.45555555556,1335395.6104321,4706.45555555556,5523.58333333333,3889.32777777778,6.23981481481481,13,1,1,FALSE
3,5,1,,3748.23819444444,1691176.60224987,3716.88611111111,5130.51666666667,2428.66388888889,8.325,17.8,1,1,FALSE
4,5,1,,3251.81944444444,2210894.03520062,3610.82916666667,4623.63888888889,1161.98055555556,39.8766666666667,16.8,1,1,FALSE
5,10,1,,1680.28919753086,27.9005255486966,1680.06388888889,1690.8,1673.93333333333,18.7838888888889,13.7,1,1,FALSE
6,11,1,,1512.35777777778,572545.726733196,1403.6875,3127.05833333333,174.513888888889,290.017676767677,13.5454545454545,1,1.5,FALSE
7,6,1,,2544.03833333333,388331.812096451,2630.01666666667,3078.68611111111,1553.31388888889,652.717592592593,17,1,1,FALSE
8,8,1,,2149.53373015873,252722.686721781,2160.33333333333,2966.74444444444,1663.54166666667,122.341319444444,15,1,1,FALSE
9,1,1,,,,,,,2.81388888888889,15,1,1,FALSE
10,5,1,,3779.04791666667,8220713.62432806,4199.36944444444,6716.425,1.02777777777778,2.38388888888889,15,1,1,FALSE
11,1,1,,,,,,,3.75,15,1,1,FALSE
12,3,1,,3109.06111111111,133722.06125,3109.06111111111,3367.63611111111,2850.48611111111,400.751851851852,14.6666666666667,1,1,FALSE
13,1,1,,,,,,,5.51944444444444,15,1,1,FALSE
14,15,1,,1080.21547619048,338994.311769604,1165.65833333333,1717.56944444444,233.686111111111,190.704814814815,14.6,2,1,FALSE
15,2,1,,15325.4472222222,,15325.4472222222,15325.4472222222,15325.4472222222,106.786111111111,14,1,1,FALSE
16,6,1,,3112.01111111111,5017459.44491898,2123.59444444444,6937.425,1258.1,168.15787037037,14,1,1,FALSE
17,3,1,,8211.68194444444,17168611.7427816,8211.68194444444,11141.5805555556,5281.78333333333,275.360185185185,11.3333333333333,1,1,FALSE
18,5,1,,3971.07708333333,586312.07557806,3881.65138888889,4961.17222222222,3159.83333333333,153.115,15,1,1,FALSE
19,4,1,,5178.16018518519,23506686.8755736,2836.58888888889,10752.8611111111,1945.03055555556,364.566666666667,12.5,1,1,FALSE
20,4,1,,5097.36111111111,13472697.0712114,3617.89722222222,9276.72777777778,2397.45833333333,367.996527777778,14.75,1,1,FALSE
21,6,1,,3297.81722222222,4594455.59656404,2919.90555555556,6686.00555555556,1210.56388888889,211.216203703704,10.3333333333333,1,1,FALSE
22,1,1,,,,,,,6.95277777777778,16,1,1,FALSE
23,3,1,,5121.38194444444,10256159.5319483,5121.38194444444,7385.90833333333,2856.85555555556,6.94259259259259,12,1,1,FALSE
